,sex,row_number,liters_drunk,drink,check_number,label,age_children,age_adults,age_elderly,morning,day,evening
5562,0.0,87.0,1.0,0,414,0,,,80.0,False,False,True
5563,0.0,74.0,3.0,0,3407,1,,31.0,,True,False,False
5564,0.0,39.0,2.484941745438558,1,6270,0,,,59.0,False,False,True
5565,,77.0,3.0,1,744,1,,28.0,,False,True,False
5566,0.0,86.0,1.0,0,1866,1,,,52.0,False,True,False
5567,,87.0,0.0,0,591,1,,47.0,,True,False,False
5568,0.0,76.0,0.0,0,5419,1,,,67.0,True,False,False
5569,0.0,33.0,0.0,0,6065,0,15.0,,,False,True,False
5570,0.0,87.0,4.0,1,2370,1,,49.0,,True,False,False
5571,,92.0,2.484941745438558,1,1258,1,,,53.0,False,False,True
5572,,99.0,0.0,0,7335,0,,32.0,,False,False,True
5573,0.0,14.0,2.0,1,51,1,,49.0,,False,True,False
5574,,25.0,1.0,0,6592,1,,46.0,,False,False,True
5575,,95.0,2.484941745438558,0,9172,1,10.0,,,False,False,True
5576,0.0,23.0,4.0,0,8345,0,,20.0,,True,False,False
5577,0.0,77.0,5.0,1,6034,1,,,54.0,False,True,False
5578,1.0,3.0,3.0,0,9719,0,,,54.0,False,True,False
5579,0.0,47.0,2.484941745438558,0,9020,0,,30.0,,False,True,False
5580,0.0,65.0,0.0,0,2330,1,,42.0,,False,False,True
5581,,52.0,0.0,0,5454,0,,45.0,,True,False,False
5582,1.0,65.0,4.0,0,9038,0,,,62.0,False,True,False
5583,,52.0,0.0,1,5371,1,,30.0,,False,False,True
5584,,50.0,0.0,0,8675,0,,,71.0,False,True,False
5585,1.0,86.0,2.0,1,6166,0,,,62.0,False,False,True
5586,,92.0,3.0,0,7664,1,,,78.0,True,False,False
5587,1.0,77.0,0.0,0,3371,1,,,70.0,False,True,False
5588,,19.0,2.484941745438558,1,9391,1,,,60.0,False,True,False
5589,1.0,100.0,1.0,0,2637,0,,29.0,,False,False,True
5590,0.0,59.0,0.0,0,8105,1,,26.0,,False,False,True
5591,,59.0,5.0,0,3498,0,,,62.0,True,False,False
5592,,64.0,0.0,1,4192,1,,22.0,,False,False,True
5593,0.0,97.0,1.0,0,379,1,,,53.0,True,False,False
5594,1.0,42.0,2.484941745438558,0,8402,1,,,55.0,False,True,False
5595,0.0,14.0,5.0,0,6447,1,,,69.0,True,False,False
5596,0.0,85.0,3.0,0,2585,1,,29.0,,False,False,True
5597,0.0,58.0,2.0,0,7388,0,,18.0,,False,False,True
5598,1.0,9.0,0.0,0,7852,0,,,72.0,False,True,False
5599,1.0,50.0,2.0,0,2498,1,16.0,,,False,False,True
5600,0.0,75.0,4.0,0,6585,1,,,71.0,True,False,False
5601,,99.0,2.0,1,3256,0,,39.0,,True,False,False
5602,1.0,96.0,0.0,0,1529,1,,37.0,,False,True,False
5603,0.0,77.0,2.484941745438558,1,4806,0,,44.0,,True,False,False
5604,,52.0,5.0,0,6581,1,,29.0,,True,False,False
5605,,96.0,3.0,1,6575,0,,,75.0,False,False,True
5606,,100.0,2.484941745438558,1,158,0,,24.0,,False,False,True
5607,,8.0,1.0,0,7636,1,11.0,,,False,True,False
5608,1.0,86.0,3.0,0,7142,1,,19.0,,False,True,False
5609,,97.0,5.0,0,4555,1,,,69.0,False,False,True
5610,1.0,75.0,3.0,1,1614,1,,24.0,,False,True,False
5611,,93.0,1.0,0,574,1,,,53.0,False,True,False
5612,,6.0,4.0,1,644,1,,31.0,,True,False,False
5613,,55.0,2.0,0,4242,1,17.0,,,True,False,False
5614,,52.0,4.0,0,5574,0,11.0,,,True,False,False
5615,,30.0,4.0,1,7148,1,,29.0,,False,False,True
5616,,7.0,3.0,1,9749,0,,,77.0,True,False,False
5617,0.0,4.0,2.484941745438558,1,9757,1,,,70.0,True,False,False
5618,,17.0,3.0,0,9169,0,,27.0,,False,True,False
5619,0.0,62.0,4.0,0,2833,1,,,63.0,False,True,False
5620,0.0,85.0,3.0,0,5176,0,,49.0,,False,False,True
5621,0.0,33.0,4.0,0,6517,1,,22.0,,False,False,True
5622,,64.0,4.0,0,750,0,10.0,,,False,False,True
5623,1.0,100.0,3.0,1,7936,1,,,68.0,False,True,False
5624,,84.0,2.484941745438558,0,3380,0,,,69.0,False,True,False
5625,,45.0,2.0,1,4700,0,,23.0,,False,True,False
5626,0.0,100.0,2.0,0,327,1,,43.0,,False,False,True
5627,0.0,74.0,2.0,0,4371,1,,24.0,,True,False,False
5628,,37.0,1.0,0,2686,1,,,79.0,False,False,True
5629,1.0,19.0,0.0,1,9187,1,,39.0,,False,False,True
5630,0.0,91.0,1.0,0,2140,1,,,70.0,False,False,True
5631,0.0,93.0,3.0,0,6475,0,,31.0,,False,True,False
5632,0.0,50.0,1.0,0,5329,0,17.0,,,False,False,True
5633,,92.0,0.0,0,8284,1,,,51.0,True,False,False
5634,1.0,87.0,2.0,1,6804,0,,,57.0,True,False,False
5635,,64.0,5.0,0,9185,1,,37.0,,False,False,True
5636,1.0,68.0,4.0,0,9771,1,,21.0,,False,True,False
5637,,38.0,3.0,0,5855,1,17.0,,,True,False,False
5638,1.0,37.0,3.0,0,4992,1,13.0,,,False,True,False
5639,0.0,98.0,3.0,1,9869,1,,36.0,,False,True,False
5640,,92.0,0.0,0,8441,1,,,53.0,True,False,False
5641,,32.0,2.484941745438558,0,8290,1,,,74.0,True,False,False
5642,0.0,73.0,0.0,1,2118,0,,,53.0,False,False,True
5643,0.0,68.0,5.0,1,2670,0,,50.0,,True,False,False
5644,0.0,29.0,4.0,1,4221,1,,40.0,,False,False,True
5645,0.0,24.0,1.0,1,4059,0,,,51.0,True,False,False
5646,1.0,73.0,2.0,1,2281,0,,26.0,,False,True,False
5647,1.0,28.0,2.484941745438558,1,664,1,,,53.0,False,False,True
5648,1.0,89.0,5.0,0,775,1,,,78.0,True,False,False
5649,1.0,24.0,4.0,0,8821,1,,,68.0,False,True,False
5650,0.0,51.0,2.0,1,5141,0,,,71.0,False,False,True
5651,1.0,98.0,4.0,1,1853,0,,,79.0,False,True,False
5652,0.0,46.0,3.0,0,6206,1,,,52.0,False,True,False
5653,1.0,59.0,5.0,1,5886,1,,,80.0,False,True,False
5654,0.0,29.0,2.0,0,2175,1,,,60.0,True,False,False
5655,,40.0,1.0,1,1463,1,,24.0,,False,True,False
5656,,72.0,3.0,0,3751,0,,32.0,,False,False,True
5657,1.0,96.0,0.0,1,2957,0,,32.0,,True,False,False
5658,1.0,78.0,2.0,0,2478,1,,45.0,,False,False,True
5659,,3.0,5.0,1,4075,1,,,72.0,False,True,False
5660,,2.0,1.0,0,5030,0,,,75.0,False,True,False
5661,1.0,47.0,4.0,1,710,1,,23.0,,False,False,True
5662,,27.0,4.0,0,3933,1,,39.0,,False,True,False
5663,0.0,1.0,4.0,1,6776,0,,,72.0,False,True,False
5664,,70.0,2.0,0,6741,0,,,69.0,False,True,False
5665,0.0,100.0,4.0,0,7464,0,,30.0,,False,True,False
5666,0.0,23.0,2.0,1,8672,0,,46.0,,False,True,False
5667,1.0,38.0,4.0,0,9624,1,,46.0,,True,False,False
5668,0.0,11.0,5.0,1,5291,1,,40.0,,False,False,True
5669,0.0,27.0,4.0,0,5537,1,11.0,,,True,False,False
5670,0.0,61.0,2.484941745438558,0,1818,1,14.0,,,True,False,False
5671,1.0,9.0,0.0,1,8083,1,,,68.0,False,True,False
5672,1.0,39.0,3.0,0,8263,1,,34.0,,True,False,False
5673,,78.0,2.484941745438558,0,218,0,,,66.0,True,False,False
5674,1.0,58.0,2.484941745438558,0,7957,1,,20.0,,True,False,False
5675,1.0,58.0,2.484941745438558,0,44,0,,46.0,,False,False,True
5676,0.0,93.0,5.0,0,984,0,,,58.0,False,True,False
5677,1.0,52.0,0.0,1,8861,1,,,54.0,False,False,True
5678,,76.0,1.0,1,6404,1,,25.0,,False,True,False
5679,,81.0,5.0,0,7319,1,,,60.0,False,True,False
5680,,100.0,2.484941745438558,0,6157,1,,,60.0,True,False,False
5681,,52.0,2.0,0,5395,1,,,56.0,False,True,False
5682,0.0,19.0,0.0,0,887,0,,18.0,,True,False,False
5683,0.0,58.0,5.0,0,4713,1,11.0,,,False,True,False
5684,1.0,5.0,3.0,1,6230,1,,22.0,,False,False,True
5685,1.0,51.0,1.0,0,3391,0,,,60.0,False,True,False
5686,1.0,20.0,3.0,0,6481,1,,,66.0,False,False,True
5687,,87.0,1.0,0,8307,1,,19.0,,False,False,True
5688,,67.0,4.0,0,1183,0,,20.0,,False,False,True
5689,1.0,87.0,1.0,1,4186,0,,26.0,,False,True,False
5690,0.0,48.0,0.0,0,8979,0,15.0,,,True,False,False
5691,,73.0,4.0,1,4518,0,,,67.0,False,False,True
5692,1.0,21.0,5.0,1,2504,1,,,56.0,True,False,False
5693,0.0,38.0,2.0,0,2512,0,,43.0,,False,False,True
5694,0.0,89.0,4.0,0,5721,1,15.0,,,True,False,False
5695,0.0,83.0,3.0,0,454,0,,45.0,,True,False,False
5696,,16.0,1.0,1,1168,1,,,60.0,True,False,False
5697,,79.0,5.0,1,117,1,,27.0,,False,False,True
5698,1.0,65.0,0.0,0,4825,1,,,69.0,False,False,True
5699,,96.0,0.0,0,4578,1,,,70.0,False,False,True
5700,1.0,31.0,4.0,0,8121,1,,,73.0,False,False,True
5701,1.0,99.0,2.0,1,7135,0,,,71.0,True,False,False
5702,0.0,5.0,4.0,0,1113,0,,,73.0,False,True,False
5703,0.0,20.0,2.484941745438558,0,3294,0,,19.0,,False,True,False
5704,,100.0,3.0,1,286,0,,33.0,,False,False,True
5705,1.0,58.0,3.0,0,80,0,11.0,,,False,False,True
5706,0.0,85.0,1.0,1,4719,0,,,57.0,False,True,False
5707,1.0,43.0,5.0,0,8061,1,,,61.0,True,False,False
5708,1.0,86.0,4.0,0,6245,0,,,55.0,True,False,False
5709,1.0,2.0,4.0,1,2622,0,,,75.0,False,True,False
5710,,99.0,5.0,1,7174,0,,,70.0,False,True,False
5711,,96.0,1.0,0,9522,0,,44.0,,False,True,False
5712,,32.0,1.0,1,9014,1,,,68.0,False,True,False
5713,,57.0,1.0,0,3577,1,,,52.0,False,False,True
5714,0.0,7.0,2.484941745438558,0,8155,0,,,66.0,True,False,False
5715,0.0,95.0,0.0,0,6699,0,,27.0,,False,True,False
5716,0.0,48.0,1.0,1,8427,1,,,55.0,False,True,False
5717,0.0,88.0,5.0,0,8113,0,,,77.0,False,False,True
5718,,72.0,2.0,1,5262,1,,,68.0,True,False,False
5719,,3.0,2.484941745438558,0,3584,1,,23.0,,True,False,False
5720,1.0,4.0,3.0,1,2937,0,,28.0,,False,True,False
5721,0.0,18.0,4.0,0,2902,0,,36.0,,False,False,True
5722,,59.0,5.0,0,4929,1,,,66.0,True,False,False
5723,,48.0,3.0,0,5179,0,,48.0,,False,True,False
5724,,79.0,1.0,0,1780,1,,,57.0,True,False,False
5725,0.0,31.0,3.0,0,2171,0,,,52.0,False,True,False
5726,0.0,40.0,5.0,1,5674,1,,,73.0,False,True,False
5727,0.0,94.0,5.0,1,4423,1,,,79.0,False,True,False
5728,0.0,97.0,0.0,0,4006,1,10.0,,,False,False,True
5729,1.0,3.0,1.0,0,29,1,,,79.0,True,False,False
5730,,50.0,3.0,0,3565,1,,38.0,,False,True,False
5731,1.0,39.0,0.0,0,4097,1,,,57.0,False,False,True
5732,0.0,56.0,4.0,0,6937,1,,18.0,,True,False,False
5733,0.0,100.0,2.484941745438558,1,6763,0,,,54.0,False,True,False
5734,1.0,82.0,5.0,1,1950,1,,41.0,,False,True,False
5735,,74.0,4.0,0,7136,0,,,56.0,False,True,False
5736,,63.0,5.0,0,1624,1,,,63.0,False,True,False
5737,,77.0,4.0,1,3252,1,,41.0,,False,True,False
5738,1.0,69.0,2.484941745438558,1,4254,1,,28.0,,False,False,True
5739,,32.0,4.0,1,2052,1,,27.0,,False,False,True
5740,,62.0,1.0,1,9797,0,,,55.0,False,False,True
5741,1.0,13.0,4.0,1,1079,1,,49.0,,False,True,False
5742,,50.0,1.0,1,9835,0,,,59.0,False,False,True
5743,0.0,77.0,2.484941745438558,0,7846,1,,23.0,,False,False,True
5744,,94.0,2.0,0,1986,1,,46.0,,False,False,True
5745,1.0,83.0,0.0,1,3301,0,,,75.0,False,False,True
5746,0.0,69.0,2.0,0,1377,0,,32.0,,False,True,False
5747,1.0,28.0,3.0,1,3730,0,,41.0,,True,False,False
5748,1.0,64.0,4.0,1,1557,1,,23.0,,True,False,False
5749,,60.0,5.0,0,6988,1,,,79.0,False,True,False
5750,,37.0,2.0,1,2376,1,,,58.0,True,False,False
5751,1.0,28.0,2.0,0,3396,0,,,77.0,True,False,False
5752,,100.0,4.0,1,6640,1,,,58.0,True,False,False
5753,1.0,25.0,0.0,0,6180,0,,,52.0,True,False,False
5754,1.0,13.0,0.0,1,2717,1,,41.0,,False,False,True
5755,0.0,66.0,0.0,1,5210,1,,23.0,,False,False,True
5756,1.0,63.0,3.0,0,7895,1,,40.0,,True,False,False
5757,,91.0,4.0,0,4834,1,11.0,,,False,True,False
5758,,15.0,0.0,1,3298,0,,31.0,,True,False,False
5759,1.0,88.0,1.0,0,7743,1,,,79.0,False,False,True
5760,0.0,61.0,5.0,1,9830,0,,,56.0,False,False,True
5761,1.0,81.0,1.0,0,2041,0,11.0,,,True,False,False
5762,,100.0,5.0,0,4884,1,13.0,,,True,False,False
5763,1.0,13.0,4.0,0,1301,0,10.0,,,True,False,False
5764,0.0,41.0,2.484941745438558,0,2647,1,,38.0,,False,True,False
5765,1.0,31.0,1.0,0,8827,1,,,67.0,False,True,False
5766,1.0,72.0,0.0,1,395,1,,,80.0,False,True,False
5767,,27.0,4.0,1,741,0,,,79.0,False,False,True
5768,,59.0,5.0,0,9314,0,,,54.0,True,False,False
5769,1.0,100.0,3.0,0,2310,0,,39.0,,True,False,False
5770,1.0,24.0,4.0,0,6386,1,17.0,,,False,False,True
5771,0.0,98.0,2.0,0,4746,1,,28.0,,False,False,True
5772,,2.0,0.0,1,1092,1,,,56.0,True,False,False
5773,1.0,37.0,5.0,0,6010,0,,43.0,,False,True,False
5774,,61.0,1.0,1,2645,1,,,78.0,True,False,False
5775,0.0,17.0,1.0,0,3280,0,,,74.0,False,False,True
5776,1.0,27.0,5.0,1,4160,0,,,67.0,False,False,True
5777,0.0,53.0,0.0,0,186,0,12.0,,,False,False,True
5778,0.0,45.0,0.0,1,3190,0,,,64.0,True,False,False
5779,1.0,19.0,4.0,0,682,1,,,74.0,False,False,True
5780,0.0,75.0,4.0,1,969,1,,25.0,,False,True,False
5781,,79.0,0.0,0,1921,1,,40.0,,True,False,False
5782,0.0,87.0,2.0,1,3891,0,,,54.0,False,True,False
5783,,89.0,2.0,1,6229,0,,,67.0,True,False,False
5784,1.0,31.0,2.484941745438558,1,5137,1,,37.0,,True,False,False
5785,,31.0,1.0,1,1482,0,,,79.0,False,True,False
5786,0.0,30.0,2.0,1,7253,0,,25.0,,True,False,False
5787,1.0,82.0,3.0,0,1952,0,,37.0,,False,False,True
5788,1.0,91.0,4.0,1,703,1,,,56.0,False,True,False
5789,0.0,43.0,5.0,1,2597,1,,,58.0,True,False,False
5790,0.0,58.0,1.0,0,3268,0,17.0,,,False,True,False
5791,,32.0,5.0,0,1913,1,,48.0,,False,True,False
5792,,69.0,5.0,0,2712,0,,47.0,,True,False,False
5793,,72.0,5.0,1,9776,0,,,74.0,False,True,False
5794,0.0,31.0,2.484941745438558,0,7116,0,,,55.0,True,False,False
5795,1.0,37.0,3.0,0,2906,0,,,67.0,False,True,False
5796,,27.0,5.0,0,1007,0,,29.0,,False,True,False
5797,0.0,64.0,1.0,1,8055,1,,,59.0,True,False,False
5798,,58.0,4.0,0,2661,1,,,62.0,True,False,False
5799,1.0,71.0,3.0,0,9149,1,,,71.0,False,False,True
5800,0.0,8.0,5.0,1,6612,0,,,69.0,False,False,True
5801,0.0,9.0,4.0,1,581,1,,44.0,,True,False,False
5802,,4.0,2.484941745438558,1,3530,1,,30.0,,False,True,False
5803,1.0,87.0,2.0,1,7515,0,,38.0,,False,False,True
5804,1.0,49.0,2.0,0,7172,0,,,57.0,True,False,False
5805,,34.0,2.484941745438558,0,9297,1,13.0,,,True,False,False
5806,1.0,65.0,2.0,0,7003,1,11.0,,,False,True,False
5807,0.0,100.0,2.484941745438558,1,8393,0,,49.0,,False,True,False
5808,,21.0,2.0,1,7329,0,,45.0,,False,False,True
5809,1.0,71.0,2.484941745438558,1,4842,1,,,63.0,False,False,True
5810,1.0,36.0,2.0,0,9426,1,,33.0,,False,False,True
5811,,22.0,0.0,0,9451,0,,33.0,,False,False,True
5812,0.0,72.0,3.0,1,6125,0,,,55.0,False,False,True
5813,0.0,39.0,5.0,0,2396,0,,50.0,,False,True,False
5814,0.0,44.0,4.0,1,9402,1,,,61.0,False,False,True
5815,1.0,83.0,1.0,1,4210,0,,46.0,,False,False,True
5816,1.0,33.0,5.0,0,5735,0,,,52.0,False,False,True
5817,0.0,33.0,0.0,1,244,0,,,55.0,False,False,True
5818,,100.0,2.484941745438558,0,3846,0,13.0,,,False,True,False
5819,0.0,45.0,4.0,1,5619,1,,,76.0,False,False,True
5820,,18.0,1.0,1,4567,0,,38.0,,False,False,True
5821,0.0,100.0,2.0,1,9036,0,,28.0,,False,True,False
5822,,19.0,2.0,0,6396,1,15.0,,,False,False,True
5823,,34.0,4.0,1,6930,1,,41.0,,True,False,False
5824,,78.0,2.484941745438558,0,2839,1,,18.0,,True,False,False
5825,,58.0,0.0,0,2300,1,,26.0,,False,True,False
5826,,92.0,3.0,1,1554,1,,,60.0,False,False,True
5827,1.0,13.0,2.0,1,3714,1,,30.0,,False,True,False
5828,1.0,42.0,1.0,1,7163,0,,40.0,,False,False,True
5829,1.0,61.0,0.0,1,9009,0,,,64.0,True,False,False
5830,,2.0,5.0,0,8341,1,,,76.0,True,False,False
5831,,36.0,5.0,0,432,0,,,54.0,False,True,False
5832,,33.0,5.0,1,6144,0,,,75.0,False,False,True
5833,0.0,65.0,0.0,0,2943,1,13.0,,,True,False,False
5834,1.0,99.0,2.484941745438558,1,475,0,,,78.0,False,False,True
5835,,95.0,0.0,0,7126,0,13.0,,,False,False,True
5836,1.0,96.0,5.0,0,8565,1,,47.0,,False,False,True
5837,,19.0,1.0,0,8346,1,,48.0,,False,False,True
5838,1.0,44.0,5.0,0,7006,0,,,57.0,True,False,False
5839,0.0,15.0,5.0,0,3506,0,,27.0,,True,False,False
5840,1.0,12.0,0.0,1,1064,1,,,58.0,False,True,False
5841,1.0,56.0,5.0,0,4797,1,16.0,,,False,False,True
5842,,49.0,1.0,1,476,0,,,60.0,True,False,False
5843,0.0,48.0,4.0,1,8650,1,,32.0,,False,True,False
5844,1.0,100.0,1.0,0,6554,0,,22.0,,False,True,False
5845,0.0,74.0,5.0,0,4543,1,16.0,,,False,False,True
5846,0.0,26.0,3.0,1,2899,1,,,73.0,True,False,False
5847,1.0,48.0,2.484941745438558,1,4096,0,,,79.0,False,False,True
5848,,88.0,5.0,0,420,0,,,67.0,False,False,True
5849,0.0,11.0,0.0,0,7524,0,,49.0,,False,False,True
5850,1.0,32.0,1.0,0,2710,0,10.0,,,True,False,False
5851,1.0,95.0,5.0,1,4285,1,,22.0,,True,False,False
5852,1.0,73.0,0.0,0,3168,0,12.0,,,False,False,True
5853,0.0,65.0,3.0,0,7413,1,14.0,,,False,True,False
5854,0.0,49.0,3.0,1,1372,0,,23.0,,False,False,True
5855,,21.0,2.484941745438558,0,4780,1,,39.0,,True,False,False
5856,,86.0,1.0,1,9008,0,,,70.0,False,True,False
5857,0.0,36.0,1.0,1,8059,1,,37.0,,True,False,False
5858,,67.0,1.0,0,8908,1,,,66.0,False,False,True
5859,0.0,49.0,3.0,1,2674,1,,,53.0,False,False,True
5860,,73.0,3.0,1,1185,0,,,75.0,True,False,False
5861,,99.0,0.0,0,6586,1,,48.0,,False,True,False
5862,1.0,95.0,5.0,0,3366,1,,22.0,,False,False,True
5863,0.0,31.0,2.0,1,6339,0,,,71.0,False,False,True
5864,1.0,91.0,5.0,0,5369,1,,41.0,,True,False,False
5865,0.0,83.0,0.0,0,1145,1,,,55.0,True,False,False
5866,1.0,52.0,2.0,0,3019,0,,,57.0,True,False,False
5867,,4.0,0.0,1,6402,1,,,52.0,False,True,False
5868,,63.0,5.0,1,5999,0,,,55.0,False,True,False
5869,1.0,27.0,2.0,1,2910,0,,,60.0,False,False,True
5870,,5.0,5.0,1,5483,1,,24.0,,False,True,False
5871,,66.0,5.0,1,3538,1,,28.0,,False,False,True
5872,1.0,73.0,3.0,1,1457,1,,,79.0,False,True,False
5873,0.0,14.0,2.0,1,7890,0,,24.0,,False,False,True
5874,1.0,2.0,0.0,0,1062,1,,,80.0,False,True,False
5875,,82.0,0.0,1,5857,1,,38.0,,True,False,False
5876,1.0,50.0,0.0,1,5790,0,,,63.0,False,False,True
5877,1.0,69.0,2.0,0,4150,0,,,68.0,False,True,False
5878,1.0,26.0,4.0,0,2436,1,,35.0,,False,True,False
5879,1.0,20.0,2.484941745438558,0,8188,0,,,65.0,False,True,False
5880,,81.0,3.0,0,7257,1,,,63.0,False,False,True
5881,1.0,96.0,1.0,1,5400,1,,,55.0,False,False,True
5882,1.0,33.0,4.0,1,3358,0,,,59.0,True,False,False
5883,1.0,30.0,3.0,1,6986,0,,,76.0,False,True,False
5884,0.0,63.0,3.0,0,299,1,,36.0,,False,True,False
5885,1.0,85.0,1.0,0,8842,0,,28.0,,True,False,False
5886,0.0,73.0,1.0,0,3120,1,,45.0,,False,True,False
5887,1.0,100.0,4.0,0,425,1,,,62.0,False,False,True
5888,1.0,20.0,1.0,0,5147,0,,,71.0,False,True,False
5889,1.0,67.0,2.0,1,2954,1,,48.0,,True,False,False
5890,1.0,77.0,5.0,0,309,0,,,73.0,False,False,True
5891,1.0,90.0,5.0,0,2283,1,,,68.0,False,False,True
5892,,81.0,3.0,1,514,1,,37.0,,False,True,False
5893,0.0,100.0,0.0,0,2066,0,,,77.0,False,True,False
5894,1.0,49.0,0.0,0,5439,1,,,53.0,False,True,False
5895,1.0,69.0,3.0,0,647,1,,31.0,,False,True,False
5896,1.0,100.0,0.0,1,5959,1,,,69.0,True,False,False
5897,1.0,21.0,5.0,0,5360,1,,29.0,,False,False,True
5898,0.0,100.0,2.0,1,6515,1,,,60.0,False,True,False
5899,0.0,45.0,3.0,0,273,1,,47.0,,True,False,False
5900,1.0,33.0,4.0,1,84,0,,,70.0,True,False,False
5901,,39.0,2.0,1,4385,1,,,71.0,False,True,False
5902,1.0,17.0,2.0,0,8836,1,,,56.0,False,True,False
5903,0.0,95.0,5.0,1,6482,1,,,71.0,False,False,True
5904,,6.0,2.484941745438558,1,5038,1,,,73.0,False,True,False
5905,0.0,38.0,0.0,1,2130,0,,,56.0,False,False,True
5906,1.0,90.0,0.0,1,879,0,,,79.0,False,True,False
5907,,67.0,5.0,0,7841,1,,,59.0,False,False,True
5908,,44.0,3.0,0,3594,0,16.0,,,False,False,True
5909,,6.0,5.0,0,5862,1,17.0,,,False,False,True
5910,,30.0,3.0,1,9562,1,,,76.0,False,False,True
5911,1.0,52.0,4.0,0,1410,0,,20.0,,False,False,True
5912,0.0,41.0,5.0,0,5587,1,,19.0,,False,True,False
5913,,50.0,4.0,0,3874,1,,25.0,,True,False,False
5914,1.0,19.0,0.0,0,8602,1,,,63.0,True,False,False
5915,1.0,61.0,3.0,1,8274,0,,,51.0,True,False,False
5916,1.0,38.0,2.0,1,6736,0,,,80.0,False,False,True
5917,1.0,40.0,4.0,0,1524,1,,25.0,,True,False,False
5918,0.0,15.0,1.0,0,1019,1,,,72.0,True,False,False
5919,0.0,58.0,2.0,1,9012,1,,35.0,,False,False,True
5920,,75.0,4.0,1,6528,0,,,65.0,False,True,False
5921,0.0,100.0,0.0,0,3780,1,,,74.0,False,True,False
5922,0.0,35.0,0.0,1,7904,0,,28.0,,False,False,True
5923,0.0,2.0,2.0,0,8938,1,,33.0,,False,True,False
5924,1.0,69.0,0.0,1,5027,0,,50.0,,False,False,True
5925,,100.0,5.0,0,9672,1,,,64.0,False,False,True
5926,,34.0,3.0,0,2289,0,,,78.0,True,False,False
5927,0.0,74.0,0.0,0,5047,1,15.0,,,False,True,False
5928,,56.0,2.0,1,2157,1,,,80.0,False,True,False
5929,,75.0,4.0,0,6660,0,,,68.0,False,False,True
5930,1.0,50.0,3.0,0,8545,1,12.0,,,True,False,False
5931,,10.0,0.0,0,8512,1,,,67.0,False,True,False
5932,0.0,11.0,0.0,0,7053,1,,,51.0,True,False,False
5933,1.0,100.0,0.0,1,9466,1,,,69.0,False,False,True
5934,,54.0,0.0,1,2160,0,,29.0,,False,False,True
5935,0.0,67.0,3.0,0,3773,1,,21.0,,True,False,False
5936,1.0,69.0,1.0,1,4498,1,,,68.0,False,False,True
5937,,71.0,4.0,1,1959,1,,39.0,,False,True,False
5938,1.0,87.0,3.0,0,6839,0,,23.0,,False,True,False
5939,,58.0,2.0,0,4090,0,,,51.0,False,False,True
5940,1.0,97.0,4.0,0,4372,1,,27.0,,True,False,False
5941,0.0,77.0,1.0,0,4173,0,,,74.0,True,False,False
5942,,44.0,2.0,1,2003,1,,,64.0,False,True,False
5943,1.0,68.0,1.0,1,2951,1,,38.0,,False,False,True
5944,0.0,36.0,0.0,1,5746,0,,,57.0,False,False,True
5945,0.0,70.0,5.0,1,8400,1,,31.0,,False,False,True
5946,,2.0,4.0,0,1096,1,,28.0,,False,False,True
5947,1.0,26.0,5.0,0,1587,1,,43.0,,False,True,False
5948,1.0,93.0,0.0,0,2737,0,,33.0,,False,True,False
5949,0.0,22.0,2.0,1,8817,1,,,51.0,False,True,False
5950,1.0,55.0,3.0,0,3364,1,,,66.0,True,False,False
5951,1.0,12.0,2.0,1,1102,1,,45.0,,False,True,False
5952,,41.0,4.0,0,9597,0,,22.0,,False,True,False
5953,,51.0,5.0,1,3536,1,,43.0,,False,False,True
5954,1.0,87.0,1.0,0,3194,1,,23.0,,True,False,False
5955,0.0,24.0,0.0,0,4969,1,,,74.0,False,False,True
5956,,55.0,3.0,1,5095,0,,,76.0,False,True,False
5957,,45.0,3.0,0,3740,0,,,80.0,False,True,False
5958,0.0,65.0,1.0,0,8394,1,,,79.0,False,False,True
5959,,99.0,5.0,0,1993,1,,,53.0,False,True,False
5960,,88.0,2.0,0,7950,1,,,59.0,False,False,True
5961,1.0,16.0,2.484941745438558,1,5018,0,,,59.0,False,False,True
5962,0.0,15.0,2.0,0,934,1,,23.0,,False,True,False
5963,0.0,12.0,4.0,1,7686,1,,29.0,,False,False,True
5964,1.0,100.0,1.0,0,9017,1,,35.0,,False,False,True
5965,0.0,86.0,5.0,1,7691,0,,,70.0,False,False,True
5966,0.0,78.0,1.0,0,6632,0,,20.0,,False,False,True
5967,1.0,69.0,3.0,1,1632,1,,,60.0,False,False,True
5968,,25.0,3.0,1,4024,0,,24.0,,False,True,False
5969,1.0,87.0,2.484941745438558,0,9548,0,,19.0,,False,True,False
5970,1.0,62.0,2.0,0,7697,0,,,69.0,True,False,False
5971,0.0,54.0,2.0,0,9532,1,,19.0,,True,False,False
5972,1.0,55.0,2.484941745438558,0,3373,1,16.0,,,False,True,False
5973,0.0,2.0,5.0,1,7001,1,,33.0,,False,True,False
5974,0.0,94.0,3.0,1,5523,1,,,71.0,True,False,False
5975,0.0,100.0,2.0,1,9792,0,,,63.0,False,True,False
5976,,30.0,2.0,1,187,1,,,60.0,False,True,False
5977,1.0,56.0,2.0,0,8140,0,,,67.0,True,False,False
5978,1.0,30.0,4.0,1,8470,1,,22.0,,True,False,False
5979,1.0,49.0,4.0,0,8467,1,,,80.0,False,True,False
5980,0.0,41.0,0.0,1,5995,1,,35.0,,False,True,False
